"","Date","Value","CountryCode","Country"
"571",1955-12-31,4442.75,"JPN","Japan"
"572",1954-12-31,4288.03,"JPN","Japan"
"573",1953-12-31,4363,"JPN","Japan"
"574",1952-12-31,4307.75,"JPN","Japan"
"575",1951-12-31,3848.98,"JPN","Japan"
"576",1950-12-31,3664.22,"JPN","Japan"
"577",1949-12-31,3521.72,"JPN","Japan"
"578",1948-12-31,3096.56,"JPN","Japan"
"579",1947-12-31,2744,"JPN","Japan"
"580",1945-12-31,1901.51,"JPN","Japan"
"581",1944-12-31,6174.7,"JPN","Japan"
"582",1943-12-31,8189.03,"JPN","Japan"
"583",1942-12-31,9306.49,"JPN","Japan"
"584",1941-12-31,10890.32,"JPN","Japan"
"585",1940-12-31,10500.42,"JPN","Japan"
"586",1939-12-31,12290.85,"JPN","Japan"
"587",1938-12-31,13308.25,"JPN","Japan"
"588",1937-12-31,12617.78,"JPN","Japan"
"589",1936-12-31,11676.61,"JPN","Japan"
"590",1935-12-31,11298.78,"JPN","Japan"
"591",1934-12-31,10725.2,"JPN","Japan"
"592",1933-12-31,10236.26,"JPN","Japan"
"593",1932-12-31,9541.16,"JPN","Japan"
"594",1931-12-31,9118.9,"JPN","Japan"
"595",1930-12-31,8931.6,"JPN","Japan"
"596",1929-12-31,9494.44,"JPN","Japan"
"597",1928-12-31,9677.94,"JPN","Japan"
"598",1927-12-31,9156.59,"JPN","Japan"
"599",1926-12-31,9283.67,"JPN","Japan"
"600",1925-12-31,9032.7,"JPN","Japan"
"601",1924-12-31,9319.45,"JPN","Japan"
"602",1923-12-31,9248.41,"JPN","Japan"
"603",1922-12-31,9567.94,"JPN","Japan"
"604",1921-12-31,8805,"JPN","Japan"
"605",1920-12-31,8234.92,"JPN","Japan"
"606",1919-12-31,7946.03,"JPN","Japan"
"607",1918-12-31,8660.86,"JPN","Japan"
"608",1917-12-31,8969.81,"JPN","Japan"
"609",1916-12-31,8391.31,"JPN","Japan"
"610",1915-12-31,7513.83,"JPN","Japan"
"611",1914-12-31,6351.88,"JPN","Japan"
"612",1913-12-31,5943.12,"JPN","Japan"
"613",1912-12-31,5999.77,"JPN","Japan"
"614",1911-12-31,6060.04,"JPN","Japan"
"615",1910-12-31,6041.96,"JPN","Japan"
"616",1909-12-31,5859.25,"JPN","Japan"
"617",1908-12-31,5707.57,"JPN","Japan"
"618",1907-12-31,5400.98,"JPN","Japan"
"619",1906-12-31,5359.56,"JPN","Japan"
"620",1905-12-31,5244.21,"JPN","Japan"
"621",1904-12-31,5121.99,"JPN","Japan"
"622",1903-12-31,4866.11,"JPN","Japan"
"623",1902-12-31,4921.15,"JPN","Japan"
"624",1901-12-31,4820.51,"JPN","Japan"
"625",1900-12-31,4476.54,"JPN","Japan"
"626",1899-12-31,4767.97,"JPN","Japan"
"627",1898-12-31,3787.33,"JPN","Japan"
"628",1897-12-31,3371.98,"JPN","Japan"
"629",1896-12-31,3471.14,"JPN","Japan"
"630",1895-12-31,3481.76,"JPN","Japan"
"631",1894-12-31,3415.5,"JPN","Japan"
"632",1893-12-31,3345.01,"JPN","Japan"
"633",1892-12-31,3253.02,"JPN","Japan"
"634",1891-12-31,2871.38,"JPN","Japan"
"635",1890-12-31,2746.48,"JPN","Japan"
"636",1889-12-31,2900.92,"JPN","Japan"
"637",1888-12-31,3058.52,"JPN","Japan"
"638",1887-12-31,3183.57,"JPN","Japan"
"639",1886-12-31,3204.7,"JPN","Japan"
"640",2012-12-31,220059.91,"KOR","Korea"
"641",2011-12-31,220011.12,"KOR","Korea"
"642",2010-12-31,210272.79,"KOR","Korea"
"643",2009-12-31,198091.99,"KOR","Korea"
"644",2008-12-31,200795.72,"KOR","Korea"
"645",2007-12-31,202861.89,"KOR","Korea"
"646",2006-12-31,190129.63,"KOR","Korea"
"647",2005-12-31,171634.76,"KOR","Korea"
"648",2004-12-31,161785.95,"KOR","Korea"
"649",2003-12-31,152274.81,"KOR","Korea"
"650",2002-12-31,151114.12,"KOR","Korea"
"651",2001-12-31,139468.55,"KOR","Korea"
"652",2000-12-31,134065.21,"KOR","Korea"
"653",1999-12-31,119809.58,"KOR","Korea"
"654",1998-12-31,103938.48,"KOR","Korea"
"655",1997-12-31,125239.01,"KOR","Korea"
"656",1996-12-31,120642.03,"KOR","Korea"
"657",1995-12-31,106768.59,"KOR","Korea"
"658",1985-12-31,51147.59,"KOR","Korea"
"659",1984-12-31,49483.91,"KOR","Korea"
"660",1983-12-31,45649.82,"KOR","Korea"
"661",1982-12-31,42037.45,"KOR","Korea"
"662",1981-12-31,39645.7,"KOR","Korea"
"663",1980-12-31,41326.81,"KOR","Korea"
"664",1979-12-31,45490.1,"KOR","Korea"
"665",1940-12-31,30126.2,"KOR","Korea"
"666",1939-12-31,25592.07,"KOR","Korea"
"667",1938-12-31,30302.63,"KOR","Korea"
"668",1937-12-31,29322.1,"KOR","Korea"
"669",1936-12-31,26655.02,"KOR","Korea"
"670",1935-12-31,27721.36,"KOR","Korea"
"671",1934-12-31,27143.94,"KOR","Korea"
"672",1933-12-31,28558.4,"KOR","Korea"
"673",2012-12-31,354931.37,"MYS","Malaysia"
"674",2011-12-31,343933.55,"MYS","Malaysia"
"675",2010-12-31,344116.9,"MYS","Malaysia"
"676",2009-12-31,321097.13,"MYS","Malaysia"
"677",2005-12-31,298704.39,"MYS","Malaysia"
"678",2003-12-31,267847.3,"MYS","Malaysia"
"679",2002-12-31,240322.38,"MYS","Malaysia"
"680",2001-12-31,206078.9,"MYS","Malaysia"
"681",2000-12-31,226410.37,"MYS","Malaysia"
"682",1995-12-31,220188.86,"MYS","Malaysia"
"683",1994-12-31,210472.31,"MYS","Malaysia"
"684",1993-12-31,204452.01,"MYS","Malaysia"
"685",1988-12-31,131725.51,"MYS","Malaysia"
"686",1986-12-31,133452.69,"MYS","Malaysia"
"687",1985-12-31,141019.84,"MYS","Malaysia"
"688",1984-12-31,137997.06,"MYS","Malaysia"
"689",1983-12-31,122672.7,"MYS","Malaysia"
"690",1975-12-31,103688.88,"MYS","Malaysia"
"691",1974-12-31,103719.26,"MYS","Malaysia"
"692",1973-12-31,118403.66,"MYS","Malaysia"
"693",1972-12-31,114419.13,"MYS","Malaysia"
"694",1971-12-31,111081.1,"MYS","Malaysia"
"695",1970-12-31,109566.02,"MYS","Malaysia"
"696",1969-12-31,110692.06,"MYS","Malaysia"
"697",1968-12-31,104021.93,"MYS","Malaysia"
"698",1967-12-31,95088.33,"MYS","Malaysia"
"699",1966-12-31,99193.36,"MYS","Malaysia"
"700",1965-12-31,118173.36,"MYS","Malaysia"
"701",1964-12-31,103902.75,"MYS","Malaysia"
"702",1963-12-31,98054.15,"MYS","Malaysia"
"703",1962-12-31,94651.31,"MYS","Malaysia"
"704",1961-12-31,99102.34,"MYS","Malaysia"
"705",1960-12-31,93392.86,"MYS","Malaysia"
"706",1959-12-31,85792.41,"MYS","Malaysia"
"707",1958-12-31,78139.66,"MYS","Malaysia"
"708",1957-12-31,80815.15,"MYS","Malaysia"
"709",1956-12-31,83309.47,"MYS","Malaysia"
"710",1955-12-31,82271.5,"MYS","Malaysia"
"711",1951-12-31,83354.92,"MYS","Malaysia"
"712",2011-12-31,2950615.17,"MUS","Mauritius"
"713",2010-12-31,2781319.11,"MUS","Mauritius"
"714",2008-12-31,2805459.08,"MUS","Mauritius"
"715",2007-12-31,2621533.78,"MUS","Mauritius"
"716",2006-12-31,2310495.59,"MUS","Mauritius"
"717",2005-12-31,1868883.58,"MUS","Mauritius"
"718",2004-12-31,1903399.12,"MUS","Mauritius"
"719",2003-12-31,1816932.17,"MUS","Mauritius"
"720",2002-12-31,1305698.74,"MUS","Mauritius"
"721",2001-12-31,1595768.87,"MUS","Mauritius"
"722",1998-12-31,1421318.86,"MUS","Mauritius"
"723",1997-12-31,1350832.35,"MUS","Mauritius"
"724",1996-12-31,1288140.41,"MUS","Mauritius"
"725",1995-12-31,1285193.3,"MUS","Mauritius"
"726",1994-12-31,1266132.16,"MUS","Mauritius"
"727",1993-12-31,1202449.18,"MUS","Mauritius"
"728",1991-12-31,1285282.69,"MUS","Mauritius"
"729",1990-12-31,1117135.37,"MUS","Mauritius"
"730",1989-12-31,1087918.93,"MUS","Mauritius"
"731",1988-12-31,920446.43,"MUS","Mauritius"
"732",1987-12-31,1059279.79,"MUS","Mauritius"
"733",1986-12-31,907998.36,"MUS","Mauritius"
"734",1985-12-31,763844.07,"MUS","Mauritius"
"735",1984-12-31,687326.68,"MUS","Mauritius"
"736",1983-12-31,723308.33,"MUS","Mauritius"
"737",1982-12-31,743298.44,"MUS","Mauritius"
"738",1981-12-31,780885.11,"MUS","Mauritius"
"739",1980-12-31,848445.88,"MUS","Mauritius"
"740",1979-12-31,956030.43,"MUS","Mauritius"
"741",1978-12-31,1150732.65,"MUS","Mauritius"
"742",1977-12-31,1195224.8,"MUS","Mauritius"
"743",1976-12-31,1308426.8,"MUS","Mauritius"
"744",1975-12-31,1430907.76,"MUS","Mauritius"
"745",1972-12-31,1048630.59,"MUS","Mauritius"
"746",1971-12-31,977409.78,"MUS","Mauritius"
"747",1970-12-31,983894.49,"MUS","Mauritius"
"748",1969-12-31,885126.86,"MUS","Mauritius"
"749",1968-12-31,810493.81,"MUS","Mauritius"
"750",1967-12-31,938683.67,"MUS","Mauritius"
"751",1966-12-31,937100.48,"MUS","Mauritius"
"752",1965-12-31,996526.23,"MUS","Mauritius"
"753",1964-12-31,1100434.53,"MUS","Mauritius"
"754",1963-12-31,1423906.68,"MUS","Mauritius"
"755",1962-12-31,1083494.76,"MUS","Mauritius"
"756",1961-12-31,1124942.33,"MUS","Mauritius"
"757",1960-12-31,1051576.93,"MUS","Mauritius"
"758",1959-12-31,1064543.23,"MUS","Mauritius"
"759",1958-12-31,1031840.98,"MUS","Mauritius"
"760",1957-12-31,1056542.29,"MUS","Mauritius"
"761",1956-12-31,1057506.27,"MUS","Mauritius"
"762",1955-12-31,1017301.49,"MUS","Mauritius"
"763",1954-12-31,1032960.85,"MUS","Mauritius"
"764",1953-12-31,1088231.7,"MUS","Mauritius"
"765",1952-12-31,1046785.93,"MUS","Mauritius"
"766",1949-12-31,888712.08,"MUS","Mauritius"
"767",1948-12-31,898894.76,"MUS","Mauritius"
"768",1947-12-31,1016584.19,"MUS","Mauritius"
"769",1999-12-31,341934.39,"NLD","Netherlands"
"770",1998-12-31,327528.16,"NLD","Netherlands"
"771",1997-12-31,330814.28,"NLD","Netherlands"
"772",1996-12-31,325223.98,"NLD","Netherlands"
"773",1995-12-31,324663.81,"NLD","Netherlands"
"774",1994-12-31,319670,"NLD","Netherlands"
"775",1993-12-31,321833.36,"NLD","Netherlands"
"776",1992-12-31,344873.98,"NLD","Netherlands"
"777",1991-12-31,343671.22,"NLD","Netherlands"
"778",1990-12-31,341224.59,"NLD","Netherlands"
"779",1989-12-31,313890.69,"NLD","Netherlands"
"780",1985-12-31,286730.4,"NLD","Netherlands"
"781",1981-12-31,315583.76,"NLD","Netherlands"
"782",1977-12-31,340020.54,"NLD","Netherlands"
"783",1975-12-31,328636.2,"NLD","Netherlands"
"784",1973-12-31,352306.19,"NLD","Netherlands"
"785",1970-12-31,413031.75,"NLD","Netherlands"
"786",1967-12-31,383359.16,"NLD","Netherlands"
"787",1966-12-31,353083.56,"NLD","Netherlands"
"788",1964-12-31,353689.17,"NLD","Netherlands"
"789",1962-12-31,323876.3,"NLD","Netherlands"
"790",1959-12-31,275852.58,"NLD","Netherlands"
"791",1958-12-31,291019.26,"NLD","Netherlands"
"792",1957-12-31,262216.42,"NLD","Netherlands"
"793",1953-12-31,224925.94,"NLD","Netherlands"
"794",1952-12-31,227123.86,"NLD","Netherlands"
"795",1950-12-31,214933.63,"NLD","Netherlands"
"796",1946-12-31,193756.01,"NLD","Netherlands"
"797",1941-12-31,256074.57,"NLD","Netherlands"
"798",1939-12-31,265733.46,"NLD","Netherlands"
"799",1938-12-31,255070.26,"NLD","Netherlands"
"800",1937-12-31,259022.31,"NLD","Netherlands"
"801",1936-12-31,239967.92,"NLD","Netherlands"
"802",1935-12-31,216452.84,"NLD","Netherlands"
"803",1934-12-31,220070.41,"NLD","Netherlands"
"804",1933-12-31,235191.73,"NLD","Netherlands"
"805",1932-12-31,244549.87,"NLD","Netherlands"
"806",1931-12-31,269622.87,"NLD","Netherlands"
"807",1930-12-31,310079.32,"NLD","Netherlands"
"808",1929-12-31,326883.26,"NLD","Netherlands"
"809",1928-12-31,331782.34,"NLD","Netherlands"
"810",1927-12-31,319794.21,"NLD","Netherlands"
"811",1926-12-31,310610.94,"NLD","Netherlands"
"812",1925-12-31,294573.72,"NLD","Netherlands"
"813",1924-12-31,287375.67,"NLD","Netherlands"
"814",1923-12-31,271648.28,"NLD","Netherlands"
"815",1922-12-31,276812.96,"NLD","Netherlands"
"816",1921-12-31,285779.99,"NLD","Netherlands"
"817",1920-12-31,296913.64,"NLD","Netherlands"
"818",1919-12-31,339557.51,"NLD","Netherlands"
"819",1918-12-31,268139.72,"NLD","Netherlands"
"820",1917-12-31,340864.19,"NLD","Netherlands"
"821",1916-12-31,375321.81,"NLD","Netherlands"
"822",1915-12-31,351516.7,"NLD","Netherlands"
"823",1914-12-31,282967.71,"NLD","Netherlands"
"824",2011-12-31,2492342.37,"NOR","Norway"
"825",2010-12-31,2400937.68,"NOR","Norway"
"826",2009-12-31,2202911.11,"NOR","Norway"
"827",2008-12-31,2409948.11,"NOR","Norway"
"828",2007-12-31,2550704.35,"NOR","Norway"
"829",2006-12-31,2169011.44,"NOR","Norway"
"830",2005-12-31,4758047.91,"NOR","Norway"
"831",2004-12-31,3196642.6,"NOR","Norway"
"832",2003-12-31,2802536.12,"NOR","Norway"
"833",2002-12-31,2544612.76,"NOR","Norway"
"834",2001-12-31,1840942.52,"NOR","Norway"
"835",2000-12-31,2544138.62,"NOR","Norway"
"836",1999-12-31,1994159.09,"NOR","Norway"
"837",1998-12-31,1844779,"NOR","Norway"
"838",1997-12-31,1863048.41,"NOR","Norway"
"839",1996-12-31,1673432.27,"NOR","Norway"
"840",1995-12-31,1496239.8,"NOR","Norway"
"841",1994-12-31,1475656.44,"NOR","Norway"
"842",1993-12-31,1382016.35,"NOR","Norway"
"843",1992-12-31,1056592,"NOR","Norway"
"844",1991-12-31,842594.34,"NOR","Norway"
"845",1990-12-31,819262.97,"NOR","Norway"
"846",1989-12-31,783657.36,"NOR","Norway"
"847",1988-12-31,827542.83,"NOR","Norway"
"848",1987-12-31,841132.5,"NOR","Norway"
"849",1986-12-31,807849.18,"NOR","Norway"
"850",1985-12-31,786315.02,"NOR","Norway"
"851",1984-12-31,752544.87,"NOR","Norway"
"852",1983-12-31,734392.64,"NOR","Norway"
"853",1982-12-31,732553.01,"NOR","Norway"
"854",1981-12-31,740112.99,"NOR","Norway"
"855",1980-12-31,764663.08,"NOR","Norway"
"856",1979-12-31,798870.86,"NOR","Norway"
"857",1978-12-31,794712.63,"NOR","Norway"
"858",1977-12-31,789309.4,"NOR","Norway"
"859",1976-12-31,782977.01,"NOR","Norway"
"860",1975-12-31,772152.6,"NOR","Norway"
"861",1974-12-31,761280.58,"NOR","Norway"
"862",1973-12-31,753157.72,"NOR","Norway"
"863",1972-12-31,735746.81,"NOR","Norway"
"864",1971-12-31,743140.67,"NOR","Norway"
"865",1970-12-31,712996.29,"NOR","Norway"
"866",1969-12-31,712162.2,"NOR","Norway"
"867",1968-12-31,668770.35,"NOR","Norway"
"868",1967-12-31,643534.08,"NOR","Norway"
"869",1966-12-31,639806.69,"NOR","Norway"
"870",1965-12-31,619869,"NOR","Norway"
"871",1964-12-31,616854.17,"NOR","Norway"
"872",1963-12-31,610144.57,"NOR","Norway"
"873",1962-12-31,598435.99,"NOR","Norway"
"874",1961-12-31,608768.09,"NOR","Norway"
"875",1960-12-31,594164.15,"NOR","Norway"
"876",1959-12-31,600830.16,"NOR","Norway"
"877",1958-12-31,611027.87,"NOR","Norway"
"878",1957-12-31,668117.7,"NOR","Norway"
"879",1955-12-31,553441.79,"NOR","Norway"
"880",1954-12-31,507288.01,"NOR","Norway"
"881",1953-12-31,513575.6,"NOR","Norway"
"882",1952-12-31,493322.25,"NOR","Norway"
"883",1951-12-31,580775.63,"NOR","Norway"
"884",1950-12-31,597388.38,"NOR","Norway"
"885",1949-12-31,595788.74,"NOR","Norway"
"886",1948-12-31,574821.42,"NOR","Norway"
"887",1938-12-31,599992.68,"NOR","Norway"
"888",1929-12-31,528067.32,"NOR","Norway"
"889",1913-12-31,431394.1,"NOR","Norway"
"890",1910-12-31,345097.93,"NOR","Norway"
"891",1906-12-31,538508.06,"NOR","Norway"
"892",1903-12-31,563143.55,"NOR","Norway"
"893",1902-12-31,569689.2,"NOR","Norway"
"894",1901-12-31,569061.46,"NOR","Norway"
"895",1900-12-31,587656.86,"NOR","Norway"
"896",1899-12-31,598668.67,"NOR","Norway"
"897",1898-12-31,604124.16,"NOR","Norway"
"898",1897-12-31,592972.13,"NOR","Norway"
"899",1896-12-31,564260.26,"NOR","Norway"
"900",1895-12-31,569473,"NOR","Norway"
"901",1894-12-31,562219.48,"NOR","Norway"
"902",1893-12-31,540544.89,"NOR","Norway"
"903",1892-12-31,532518.98,"NOR","Norway"
"904",1888-12-31,520075.73,"NOR","Norway"
"905",1875-12-31,433080.18,"NOR","Norway"
"906",2005-12-31,142703.47,"PRT","Portugal"
"907",2004-12-31,140329.8,"PRT","Portugal"
"908",2003-12-31,133213.66,"PRT","Portugal"
"909",2002-12-31,134499.89,"PRT","Portugal"
"910",2001-12-31,142499.29,"PRT","Portugal"
"911",2000-12-31,131386.37,"PRT","Portugal"
"912",1999-12-31,129715.09,"PRT","Portugal"
"913",1998-12-31,118381.91,"PRT","Portugal"
"914",1997-12-31,113803.59,"PRT","Portugal"
"915",1996-12-31,105570.74,"PRT","Portugal"
"916",1995-12-31,98549.77,"PRT","Portugal"
"917",1994-12-31,96265.04,"PRT","Portugal"
"918",1993-12-31,94115.97,"PRT","Portugal"
"919",1992-12-31,92986.87,"PRT","Portugal"
"920",1991-12-31,89020.54,"PRT","Portugal"
"921",1990-12-31,82214.11,"PRT","Portugal"
"922",1989-12-31,74679.25,"PRT","Portugal"
"923",1982-12-31,47594.63,"PRT","Portugal"
"924",1981-12-31,40483.15,"PRT","Portugal"
"925",1980-12-31,44543.57,"PRT","Portugal"
"926",1979-12-31,44301.05,"PRT","Portugal"
"927",1978-12-31,55943.39,"PRT","Portugal"
"928",1977-12-31,61682.39,"PRT","Portugal"
"929",1976-12-31,76696.67,"PRT","Portugal"
"930",2012-12-31,751232.71,"SGP","Singapore"
"931",2011-12-31,780568.25,"SGP","Singapore"
"932",2010-12-31,784318.88,"SGP","Singapore"
"933",2009-12-31,723790.58,"SGP","Singapore"
"934",2008-12-31,799122.58,"SGP","Singapore"
"935",2007-12-31,881698.16,"SGP","Singapore"
"936",2006-12-31,764558.63,"SGP","Singapore"
"937",2005-12-31,690660.9,"SGP","Singapore"
"938",2004-12-31,640983.31,"SGP","Singapore"
"939",2003-12-31,624059.1,"SGP","Singapore"
"940",2002-12-31,617585.86,"SGP","Singapore"
"941",2001-12-31,621962.6,"SGP","Singapore"
"942",2000-12-31,619325.27,"SGP","Singapore"
"943",1999-12-31,558356.71,"SGP","Singapore"
"944",1998-12-31,506875.66,"SGP","Singapore"
"945",1997-12-31,482054.1,"SGP","Singapore"
"946",1996-12-31,447580.46,"SGP","Singapore"
"947",1995-12-31,420654.23,"SGP","Singapore"
"948",1994-12-31,408287.92,"SGP","Singapore"
"949",1993-12-31,387659.84,"SGP","Singapore"
"950",1991-12-31,340821.97,"SGP","Singapore"
"951",1990-12-31,334898.47,"SGP","Singapore"
"952",1989-12-31,313104.02,"SGP","Singapore"
"953",1988-12-31,276017.39,"SGP","Singapore"
"954",1987-12-31,262324.89,"SGP","Singapore"
"955",1986-12-31,227229.36,"SGP","Singapore"
"956",1985-12-31,234174.81,"SGP","Singapore"
"957",1984-12-31,234671.49,"SGP","Singapore"
"958",1983-12-31,229453.51,"SGP","Singapore"
"959",1982-12-31,213662.29,"SGP","Singapore"
"960",1981-12-31,194796.86,"SGP","Singapore"
"961",1980-12-31,180203.23,"SGP","Singapore"
"962",1979-12-31,174405.39,"SGP","Singapore"
"963",1978-12-31,157377,"SGP","Singapore"
"964",1977-12-31,157397.73,"SGP","Singapore"
"965",1976-12-31,158360.41,"SGP","Singapore"
"966",1975-12-31,150295.97,"SGP","Singapore"
"967",1974-12-31,143160.79,"SGP","Singapore"
"968",1973-12-31,168469.7,"SGP","Singapore"
"969",1972-12-31,162639.93,"SGP","Singapore"
"970",1971-12-31,143444.24,"SGP","Singapore"
"971",1970-12-31,132811.32,"SGP","Singapore"
"972",1969-12-31,119637.34,"SGP","Singapore"
"973",1968-12-31,113665.82,"SGP","Singapore"
"974",1967-12-31,103533.39,"SGP","Singapore"
"975",1966-12-31,99009.62,"SGP","Singapore"
"976",1965-12-31,98298.61,"SGP","Singapore"
"977",1964-12-31,109904.82,"SGP","Singapore"
"978",1963-12-31,103382.16,"SGP","Singapore"
"979",1962-12-31,99998.55,"SGP","Singapore"
"980",1961-12-31,97859.54,"SGP","Singapore"
"981",1960-12-31,92797.3,"SGP","Singapore"
"982",1959-12-31,105156.82,"SGP","Singapore"
"983",1958-12-31,98180.19,"SGP","Singapore"
"984",1957-12-31,104000.89,"SGP","Singapore"
"985",1956-12-31,110886.56,"SGP","Singapore"
"986",1954-12-31,108901.53,"SGP","Singapore"
"987",1953-12-31,102920.74,"SGP","Singapore"
"988",1952-12-31,108773.11,"SGP","Singapore"
"989",1951-12-31,116880.89,"SGP","Singapore"
"990",1950-12-31,124653.23,"SGP","Singapore"
"991",1949-12-31,102844.83,"SGP","Singapore"
"992",1948-12-31,94887.21,"SGP","Singapore"
"993",2012-12-31,141059,"ESP","Spain"
"994",2011-12-31,141059,"ESP","Spain"
"995",2010-12-31,141059,"ESP","Spain"
"996",2009-12-31,150839.18,"ESP","Spain"
"997",2008-12-31,154855.01,"ESP","Spain"
"998",2007-12-31,158273.38,"ESP","Spain"
"999",2006-12-31,155170.99,"ESP","Spain"
"1000",2005-12-31,145517.91,"ESP","Spain"
"1001",2004-12-31,140379.38,"ESP","Spain"
"1002",2003-12-31,137026.38,"ESP","Spain"
"1003",2002-12-31,133758.31,"ESP","Spain"
"1004",2001-12-31,135426.16,"ESP","Spain"
"1005",2000-12-31,132026.97,"ESP","Spain"
"1006",1999-12-31,125678.53,"ESP","Spain"
"1007",1998-12-31,115354.33,"ESP","Spain"
"1008",1997-12-31,110775.39,"ESP","Spain"
"1009",1996-12-31,109376.91,"ESP","Spain"
"1010",1995-12-31,108331.83,"ESP","Spain"
"1011",1994-12-31,107300.3,"ESP","Spain"
"1012",1993-12-31,110860.35,"ESP","Spain"
"1013",1992-12-31,116935.15,"ESP","Spain"
"1014",1991-12-31,115229.26,"ESP","Spain"
"1015",1990-12-31,114264.21,"ESP","Spain"
"1016",1989-12-31,107863.23,"ESP","Spain"
"1017",1988-12-31,102501.32,"ESP","Spain"
"1018",1987-12-31,97479.92,"ESP","Spain"
"1019",1986-12-31,90858.73,"ESP","Spain"
"1020",1985-12-31,83275.21,"ESP","Spain"
"1021",1984-12-31,80710.22,"ESP","Spain"
"1022",1983-12-31,82974.67,"ESP","Spain"
"1023",1982-12-31,85296.65,"ESP","Spain"
"1024",1981-12-31,85858.09,"ESP","Spain"
"1025",2012-12-31,1781371.47,"SWE","Sweden"
"1026",2011-12-31,1706200.58,"SWE","Sweden"
"1027",2010-12-31,1679319.35,"SWE","Sweden"
"1028",2009-12-31,1623243.55,"SWE","Sweden"
"1029",2008-12-31,1723818.51,"SWE","Sweden"
"1030",2007-12-31,1643134.62,"SWE","Sweden"
"1031",2006-12-31,1541975.08,"SWE","Sweden"
"1032",2005-12-31,1430087.18,"SWE","Sweden"
"1033",2004-12-31,1269019.99,"SWE","Sweden"
"1034",2003-12-31,1199310.76,"SWE","Sweden"
"1035",2002-12-31,1216238.59,"SWE","Sweden"
"1036",2001-12-31,1263056.99,"SWE","Sweden"
"1037",2000-12-31,1244755.03,"SWE","Sweden"
"1038",1999-12-31,1205247.62,"SWE","Sweden"
"1039",1998-12-31,1122546.04,"SWE","Sweden"
"1040",1997-12-31,1046844.2,"SWE","Sweden"
"1041",1996-12-31,988666.57,"SWE","Sweden"
"1042",1995-12-31,894604.98,"SWE","Sweden"
"1043",1994-12-31,930952.78,"SWE","Sweden"
"1044",1993-12-31,865468.52,"SWE","Sweden"
"1045",1992-12-31,847215.36,"SWE","Sweden"
"1046",1991-12-31,854536.54,"SWE","Sweden"
"1047",1990-12-31,739021.71,"SWE","Sweden"
"1048",1989-12-31,749532.81,"SWE","Sweden"
"1049",1988-12-31,707891.1,"SWE","Sweden"
"1050",1987-12-31,671049.85,"SWE","Sweden"
"1051",1986-12-31,621191.28,"SWE","Sweden"
"1052",1985-12-31,602170.74,"SWE","Sweden"
"1053",1984-12-31,594047.76,"SWE","Sweden"
"1054",1983-12-31,582369.91,"SWE","Sweden"
"1055",1982-12-31,574825.31,"SWE","Sweden"
"1056",1981-12-31,578564.73,"SWE","Sweden"
"1057",1980-12-31,607848.44,"SWE","Sweden"
"1058",1979-12-31,651541.5,"SWE","Sweden"
"1059",1978-12-31,672313.69,"SWE","Sweden"
"1060",1977-12-31,699903.06,"SWE","Sweden"
"1061",1976-12-31,739771.34,"SWE","Sweden"
"1062",1975-12-31,772405.37,"SWE","Sweden"
"1063",1974-12-31,757497.89,"SWE","Sweden"
"1064",1973-12-31,751323.16,"SWE","Sweden"
"1065",1972-12-31,764481.19,"SWE","Sweden"
"1066",1971-12-31,768029,"SWE","Sweden"
"1067",1970-12-31,819566.39,"SWE","Sweden"
"1068",1969-12-31,843174.78,"SWE","Sweden"
"1069",1968-12-31,844224.04,"SWE","Sweden"
"1070",1967-12-31,823746.84,"SWE","Sweden"
"1071",1966-12-31,779652.02,"SWE","Sweden"
"1072",1965-12-31,784417.86,"SWE","Sweden"
"1073",1964-12-31,767752.79,"SWE","Sweden"
"1074",1963-12-31,748980.28,"SWE","Sweden"
"1075",1962-12-31,722070.56,"SWE","Sweden"
"1076",1961-12-31,711468.06,"SWE","Sweden"
"1077",1960-12-31,687461.54,"SWE","Sweden"
"1078",1959-12-31,676409.73,"SWE","Sweden"
"1079",1958-12-31,642389.25,"SWE","Sweden"
"1080",1957-12-31,651238.74,"SWE","Sweden"
"1081",1956-12-31,643808.6,"SWE","Sweden"
"1082",1955-12-31,646845.3,"SWE","Sweden"
"1083",1954-12-31,622145.85,"SWE","Sweden"
"1084",1953-12-31,595238.16,"SWE","Sweden"
"1085",1952-12-31,576739.86,"SWE","Sweden"
"1086",1951-12-31,580434.54,"SWE","Sweden"
"1087",1950-12-31,693640.95,"SWE","Sweden"
"1088",1949-12-31,677748.11,"SWE","Sweden"
"1089",1948-12-31,679653.11,"SWE","Sweden"
"1090",1947-12-31,707220.53,"SWE","Sweden"
"1091",1946-12-31,773434.34,"SWE","Sweden"
"1092",1945-12-31,655535.98,"SWE","Sweden"
"1093",1944-12-31,619617.56,"SWE","Sweden"
"1094",1943-12-31,607219.14,"SWE","Sweden"
"1095",1941-12-31,546002.68,"SWE","Sweden"
"1096",1935-12-31,615614.56,"SWE","Sweden"
"1097",1934-12-31,574268.24,"SWE","Sweden"
"1098",1930-12-31,661791.19,"SWE","Sweden"
"1099",1920-12-31,547684.98,"SWE","Sweden"
"1100",1919-12-31,569434.03,"SWE","Sweden"
"1101",1916-12-31,966710.21,"SWE","Sweden"
"1102",1912-12-31,708994.47,"SWE","Sweden"
"1103",1911-12-31,655986.13,"SWE","Sweden"
"1104",1907-12-31,668395.77,"SWE","Sweden"
